DATE,STATION,TOBS
1931-06-28,USC00480585,50.0
1931-06-29,USC00480585,71.0
1931-06-30,USC00480585,61.0
1931-07-01,USC00480585,56.0
1931-07-02,USC00480585,63.0
1931-07-03,USC00480585,46.0
1931-07-04,USC00480585,64.0
1931-07-05,USC00480585,64.0
1931-07-06,USC00480585,58.0
1931-07-07,USC00480585,67.0
1931-07-08,USC00480585,53.0
1931-07-09,USC00480585,76.0
1931-07-11,USC00480585,63.0
1931-07-12,USC00480585,59.0
1931-07-13,USC00480585,78.0
1931-07-14,USC00480585,76.0
1931-07-15,USC00480585,82.0
1931-07-16,USC00480585,88.0
1931-07-17,USC00480585,74.0
1931-07-18,USC00480585,67.0
1931-07-19,USC00480585,78.0
1931-07-21,USC00480585,86.0
1931-07-23,USC00480585,89.0
1931-07-25,USC00480585,80.0
1931-07-26,USC00480585,79.0
1931-07-27,USC00480585,82.0
1931-07-28,USC00480585,73.0
1931-07-29,USC00480585,63.0
1931-07-30,USC00480585,56.0
1931-07-31,USC00480585,47.0
1931-08-01,USC00480585,62.0
1931-08-02,USC00480585,66.0
1931-08-03,USC00480585,60.0
1931-08-04,USC00480585,59.0
1931-08-05,USC00480585,64.0
1931-08-06,USC00480585,65.0
1931-08-07,USC00480585,60.0
1931-08-08,USC00480585,56.0
1931-08-09,USC00480585,74.0
1931-08-10,USC00480585,
1931-08-11,USC00480585,78.0
1931-08-12,USC00480585,57.0
1931-08-13,USC00480585,54.0
1931-08-14,USC00480585,54.0
1931-08-15,USC00480585,70.0
1931-08-16,USC00480585,76.0
1931-08-17,USC00480585,68.0
1931-08-18,USC00480585,64.0
1931-08-19,USC00480585,77.0
1931-08-20,USC00480585,67.0
1931-08-21,USC00480585,
1931-08-22,USC00480585,
1931-08-23,USC00480585,79.0
1931-08-24,USC00480585,79.0
1931-08-25,USC00480585,75.0
1931-08-26,USC00480585,61.0
1931-08-27,USC00480585,63.0
1931-08-28,USC00480585,68.0
1931-08-29,USC00480585,66.0
1931-08-30,USC00480585,65.0
1931-08-31,USC00480585,59.0
1931-09-01,USC00480585,58.0
1931-09-02,USC00480585,69.0
1931-09-03,USC00480585,
1931-09-04,USC00480585,78.0
1931-09-05,USC00480585,68.0
1931-09-06,USC00480585,
1931-09-07,USC00480585,
1931-09-08,USC00480585,69.0
1931-09-09,USC00480585,62.0
1931-09-10,USC00480585,60.0
1931-09-11,USC00480585,
1931-09-12,USC00480585,52.0
1931-09-13,USC00480585,61.0
1931-09-14,USC00480585,48.0
1931-09-15,USC00480585,46.0
1931-09-16,USC00480585,56.0
1931-09-17,USC00480585,
1931-09-18,USC00480585,61.0
1931-09-19,USC00480585,56.0
1931-09-20,USC00480585,48.0
1931-09-21,USC00480585,37.0
1931-09-22,USC00480585,38.0
1931-09-23,USC00480585,49.0
1931-09-24,USC00480585,34.0
1931-09-25,USC00480585,49.0
1931-09-26,USC00480585,56.0
1931-09-27,USC00480585,58.0
1931-09-28,USC00480585,49.0
1931-09-29,USC00480585,51.0
1931-09-30,USC00480585,51.0
1931-10-01,USC00480585,48.0
1931-10-02,USC00480585,41.0
1931-10-03,USC00480585,49.0
1931-10-04,USC00480585,48.0
1931-10-05,USC00480585,41.0
1931-10-06,USC00480585,43.0
1931-10-07,USC00480585,44.0
1931-10-08,USC00480585,54.0
1931-10-09,USC00480585,56.0
1931-10-10,USC00480585,54.0
1931-10-11,USC00480585,48.0
1931-10-12,USC00480585,46.0
1931-10-13,USC00480585,51.0
1931-10-14,USC00480585,49.0
1931-10-15,USC00480585,59.0
1931-10-16,USC00480585,47.0
1931-10-17,USC00480585,46.0
1931-10-18,USC00480585,38.0
1931-10-19,USC00480585,38.0
1931-10-20,USC00480585,49.0
1931-10-21,USC00480585,39.0
1931-10-22,USC00480585,33.0
1931-10-23,USC00480585,36.0
1931-10-24,USC00480585,38.0
1931-10-25,USC00480585,44.0
1931-10-26,USC00480585,31.0
1931-10-27,USC00480585,29.0
1931-10-28,USC00480585,
1931-10-29,USC00480585,29.0
1931-10-30,USC00480585,33.0
1931-10-31,USC00480585,41.0
1931-11-01,USC00480585,39.0
1931-11-02,USC00480585,42.0
1931-11-03,USC00480585,46.0
1931-11-04,USC00480585,51.0
1931-11-05,USC00480585,48.0
1931-11-06,USC00480585,45.0
1931-11-07,USC00480585,52.0
1931-11-08,USC00480585,34.0
1931-11-09,USC00480585,24.0
1931-11-10,USC00480585,23.0
1931-11-11,USC00480585,21.0
1931-11-12,USC00480585,27.0
1931-11-13,USC00480585,27.0
1931-11-14,USC00480585,39.0
1931-11-15,USC00480585,31.0
1931-11-16,USC00480585,29.0
1931-11-17,USC00480585,22.0
1931-11-18,USC00480585,22.0
1931-11-19,USC00480585,19.0
1931-11-20,USC00480585,14.0
1931-11-21,USC00480585,9.0
1931-11-22,USC00480585,8.0
1931-11-23,USC00480585,10.0
1931-11-24,USC00480585,12.0
1931-11-25,USC00480585,23.0
1931-11-26,USC00480585,25.0
1931-11-27,USC00480585,21.0
1931-11-28,USC00480585,15.0
1931-11-29,USC00480585,9.0
1931-11-30,USC00480585,21.0
1931-12-01,USC00480585,25.0
1931-12-02,USC00480585,21.0
1931-12-03,USC00480585,28.0
1931-12-04,USC00480585,21.0
1931-12-05,USC00480585,17.0
1931-12-06,USC00480585,21.0
1931-12-07,USC00480585,20.0
1931-12-08,USC00480585,22.0
1931-12-09,USC00480585,22.0
1931-12-10,USC00480585,13.0
1931-12-11,USC00480585,11.0
1931-12-12,USC00480585,5.0
1931-12-13,USC00480585,12.0
1931-12-14,USC00480585,11.0
1931-12-15,USC00480585,24.0
1931-12-16,USC00480585,21.0
1931-12-17,USC00480585,26.0
1931-12-18,USC00480585,38.0
1931-12-19,USC00480585,37.0
1931-12-20,USC00480585,32.0
1931-12-21,USC00480585,29.0
1931-12-22,USC00480585,27.0
1931-12-23,USC00480585,19.0
1931-12-24,USC00480585,30.0
1931-12-25,USC00480585,29.0
1931-12-26,USC00480585,22.0
1931-12-27,USC00480585,28.0
1931-12-28,USC00480585,29.0
1931-12-29,USC00480585,15.0
1931-12-30,USC00480585,19.0
1931-12-31,USC00480585,15.0
1932-01-01,USC00480585,14.0
1932-01-02,USC00480585,14.0
1932-01-03,USC00480585,10.0
1932-01-04,USC00480585,9.0
1932-01-05,USC00480585,9.0
1932-01-06,USC00480585,13.0
1932-01-07,USC00480585,14.0
1932-01-08,USC00480585,21.0
1932-01-09,USC00480585,23.0
1932-01-10,USC00480585,16.0
1932-01-11,USC00480585,29.0
1932-01-12,USC00480585,11.0
1932-01-13,USC00480585,9.0
1932-01-14,USC00480585,11.0
1932-01-15,USC00480585,11.0
1932-01-16,USC00480585,11.0
1932-01-17,USC00480585,15.0
1932-01-18,USC00480585,29.0
1932-01-19,USC00480585,29.0
1932-01-20,USC00480585,25.0
1932-01-21,USC00480585,12.0
1932-01-22,USC00480585,11.0
1932-01-23,USC00480585,6.0
1932-01-24,USC00480585,6.0
1932-01-25,USC00480585,20.0
1932-01-26,USC00480585,12.0
1932-01-27,USC00480585,10.0
1932-01-28,USC00480585,6.0
1932-01-29,USC00480585,1.0
1932-01-30,USC00480585,9.0
1932-01-31,USC00480585,21.0
1932-02-01,USC00480585,24.0
1932-02-02,USC00480585,13.0
1932-02-03,USC00480585,1.0
1932-02-04,USC00480585,19.0
1932-02-05,USC00480585,18.0
1932-02-06,USC00480585,21.0
1932-02-07,USC00480585,25.0
1932-02-08,USC00480585,27.0
1932-02-09,USC00480585,23.0
1932-02-10,USC00480585,16.0
1932-02-11,USC00480585,16.0
1932-02-12,USC00480585,15.0
1932-02-13,USC00480585,21.0
1932-02-14,USC00480585,27.0
1932-02-15,USC00480585,20.0
1932-02-16,USC00480585,14.0
1932-02-17,USC00480585,11.0
1932-02-18,USC00480585,15.0
1932-02-19,USC00480585,23.0
1932-02-20,USC00480585,22.0
1932-02-21,USC00480585,
1932-02-22,USC00480585,
1932-02-23,USC00480585,
1932-02-24,USC00480585,35.0
1932-02-25,USC00480585,31.0
1932-02-26,USC00480585,31.0
1932-02-27,USC00480585,35.0
1932-02-28,USC00480585,41.0
1932-02-29,USC00480585,29.0
1932-03-01,USC00480585,21.0
1932-03-02,USC00480585,21.0
1932-03-03,USC00480585,22.0
1932-03-04,USC00480585,12.0
1932-03-05,USC00480585,21.0
1932-03-06,USC00480585,30.0
1932-03-07,USC00480585,25.0
1932-03-08,USC00480585,17.0
1932-03-09,USC00480585,23.0
1932-03-10,USC00480585,27.0
1932-03-11,USC00480585,16.0
1932-03-12,USC00480585,19.0
1932-03-13,USC00480585,30.0
1932-03-14,USC00480585,37.0
1932-03-15,USC00480585,28.0
1932-03-16,USC00480585,25.0
1932-03-17,USC00480585,30.0
1932-03-18,USC00480585,31.0
1932-03-19,USC00480585,32.0
1932-03-20,USC00480585,33.0
1932-03-21,USC00480585,27.0
1932-03-22,USC00480585,27.0
1932-03-23,USC00480585,26.0
1932-03-24,USC00480585,29.0
1932-03-25,USC00480585,28.0
1932-03-26,USC00480585,26.0
1932-03-27,USC00480585,33.0
1932-03-28,USC00480585,32.0
1932-03-29,USC00480585,28.0
1932-03-30,USC00480585,26.0
1932-03-31,USC00480585,39.0
1932-04-01,USC00480585,37.0
1932-04-02,USC00480585,42.0
1932-04-03,USC00480585,39.0
1932-04-04,USC00480585,34.0
1932-04-05,USC00480585,22.0
1932-04-06,USC00480585,28.0
1932-04-07,USC00480585,38.0
1932-04-08,USC00480585,30.0
1932-04-09,USC00480585,33.0
1932-04-10,USC00480585,36.0
1932-04-11,USC00480585,41.0
1932-04-12,USC00480585,41.0
1932-04-13,USC00480585,34.0
1932-04-14,USC00480585,34.0
1932-04-15,USC00480585,39.0
1932-04-16,USC00480585,48.0
1932-04-17,USC00480585,42.0
1932-04-18,USC00480585,42.0
1932-04-19,USC00480585,44.0
1932-04-20,USC00480585,35.0
1932-04-21,USC00480585,34.0
1932-04-22,USC00480585,34.0
1932-04-23,USC00480585,36.0
1932-04-24,USC00480585,41.0
1932-04-25,USC00480585,55.0
1932-04-26,USC00480585,47.0
1932-04-27,USC00480585,43.0
1932-04-28,USC00480585,41.0
1932-04-29,USC00480585,40.0
1932-04-30,USC00480585,44.0
1932-05-01,USC00480585,45.0
1932-05-02,USC00480585,41.0
1932-05-03,USC00480585,46.0
1932-05-04,USC00480585,48.0
1932-05-05,USC00480585,40.0
1932-05-06,USC00480585,
1932-05-07,USC00480585,55.0
1932-05-08,USC00480585,40.0
1932-05-09,USC00480585,44.0
1932-05-10,USC00480585,
1932-05-11,USC00480585,65.0
1932-05-12,USC00480585,69.0
1932-05-13,USC00480585,66.0
1932-05-14,USC00480585,
1932-05-15,USC00480585,60.0
1932-05-16,USC00480585,51.0
1932-05-17,USC00480585,58.0
1932-05-18,USC00480585,61.0
1932-05-19,USC00480585,60.0
1932-05-20,USC00480585,67.0
1932-05-21,USC00480585,45.0
1932-05-22,USC00480585,45.0
1932-05-23,USC00480585,47.0
1932-05-24,USC00480585,44.0
1932-05-25,USC00480585,31.0
1932-05-26,USC00480585,31.0
1932-05-27,USC00480585,46.0
1932-05-28,USC00480585,30.0
1932-05-29,USC00480585,45.0
1932-05-30,USC00480585,45.0
1932-05-31,USC00480585,
1932-06-01,USC00480585,39.0
1932-06-02,USC00480585,38.0
1932-06-03,USC00480585,58.0
1932-06-04,USC00480585,54.0
1932-06-05,USC00480585,43.0
1932-06-06,USC00480585,37.0
1932-06-07,USC00480585,35.0
1932-06-08,USC00480585,41.0
1932-06-09,USC00480585,50.0
1932-06-10,USC00480585,44.0
1932-06-11,USC00480585,57.0
1932-06-12,USC00480585,63.0
1932-06-13,USC00480585,70.0
1932-06-14,USC00480585,66.0
1932-06-15,USC00480585,60.0
1932-06-16,USC00480585,47.0
1932-06-17,USC00480585,68.0
1932-06-18,USC00480585,49.0
1932-06-19,USC00480585,46.0
1932-06-20,USC00480585,67.0
1932-06-21,USC00480585,76.0
1932-06-22,USC00480585,80.0
1932-06-23,USC00480585,83.0
1932-06-24,USC00480585,80.0
1932-06-25,USC00480585,74.0
1932-06-26,USC00480585,64.0
1932-06-27,USC00480585,68.0
1932-06-28,USC00480585,73.0
1932-06-29,USC00480585,72.0
1932-06-30,USC00480585,71.0
1932-07-01,USC00480585,61.0
1932-07-02,USC00480585,60.0
1932-07-03,USC00480585,62.0
1932-07-04,USC00480585,60.0
1932-07-05,USC00480585,69.0
1932-07-06,USC00480585,74.0
1932-07-07,USC00480585,66.0
1932-07-08,USC00480585,77.0
1932-07-09,USC00480585,78.0
1932-07-10,USC00480585,68.0
1932-07-11,USC00480585,61.0
1932-07-12,USC00480585,70.0
1932-07-13,USC00480585,46.0
1932-07-14,USC00480585,61.0
1932-07-15,USC00480585,76.0
1932-07-16,USC00480585,79.0
1932-07-17,USC00480585,66.0
1932-07-18,USC00480585,73.0
1932-07-19,USC00480585,64.0
1932-07-20,USC00480585,65.0
1932-07-21,USC00480585,76.0
1932-07-22,USC00480585,59.0
1932-07-23,USC00480585,78.0
1932-07-24,USC00480585,77.0
1932-07-25,USC00480585,76.0
1932-07-26,USC00480585,80.0
1932-07-27,USC00480585,73.0
1932-07-28,USC00480585,75.0
1932-07-29,USC00480585,60.0
1932-07-30,USC00480585,63.0
1932-07-31,USC00480585,65.0
1932-08-01,USC00480585,72.0
1932-08-02,USC00480585,71.0
1932-08-03,USC00480585,76.0
1932-08-04,USC00480585,77.0
1932-08-05,USC00480585,71.0
1932-08-06,USC00480585,73.0
1932-08-07,USC00480585,76.0
1932-08-08,USC00480585,71.0
1932-08-09,USC00480585,74.0
1932-08-10,USC00480585,63.0
1932-08-11,USC00480585,65.0
1932-08-12,USC00480585,71.0
1932-08-13,USC00480585,69.0
1932-08-14,USC00480585,79.0
1932-08-15,USC00480585,75.0
1932-08-16,USC00480585,79.0
1932-08-17,USC00480585,74.0
1932-08-18,USC00480585,61.0
1932-08-19,USC00480585,73.0
1932-08-20,USC00480585,76.0
1932-08-21,USC00480585,67.0
1932-08-22,USC00480585,68.0
1932-08-23,USC00480585,59.0
1932-08-24,USC00480585,65.0
1932-08-25,USC00480585,78.0
1932-08-26,USC00480585,62.0
1932-08-27,USC00480585,62.0
1932-08-28,USC00480585,61.0
1932-08-29,USC00480585,59.0
1932-08-30,USC00480585,63.0
1932-08-31,USC00480585,53.0
1932-09-01,USC00480585,54.0
1932-09-02,USC00480585,51.0
1932-09-03,USC00480585,48.0
1932-09-04,USC00480585,66.0
1932-09-05,USC00480585,69.0
1932-09-06,USC00480585,62.0
1932-09-07,USC00480585,70.0
1932-09-08,USC00480585,61.0
1932-09-09,USC00480585,56.0
1932-09-10,USC00480585,54.0
1932-09-11,USC00480585,66.0
1932-09-12,USC00480585,61.0
1932-09-13,USC00480585,61.0
1932-09-14,USC00480585,58.0
1932-09-15,USC00480585,72.0
1932-09-16,USC00480585,71.0
1932-09-17,USC00480585,65.0
1932-09-18,USC00480585,49.0
1932-09-19,USC00480585,48.0
1932-09-20,USC00480585,56.0
1932-09-21,USC00480585,55.0
1932-09-22,USC00480585,64.0
1932-09-23,USC00480585,58.0
1932-09-24,USC00480585,41.0
1932-09-25,USC00480585,55.0
1932-09-26,USC00480585,61.0
1932-09-27,USC00480585,67.0
1932-09-28,USC00480585,49.0
1932-09-29,USC00480585,65.0
1932-09-30,USC00480585,51.0
1932-10-01,USC00480585,64.0
1932-10-02,USC00480585,55.0
1932-10-03,USC00480585,29.0
1932-10-04,USC00480585,52.0
1932-10-05,USC00480585,60.0
1932-10-06,USC00480585,60.0
1932-10-07,USC00480585,44.0
1932-10-08,USC00480585,32.0
1932-10-09,USC00480585,31.0
1932-10-10,USC00480585,35.0
1932-10-11,USC00480585,46.0
1932-10-12,USC00480585,55.0
1932-10-13,USC00480585,45.0
1932-10-14,USC00480585,53.0
1932-10-15,USC00480585,58.0
1932-10-16,USC00480585,44.0
1932-10-17,USC00480585,35.0
1932-10-18,USC00480585,32.0
1932-10-19,USC00480585,37.0
1932-10-20,USC00480585,42.0
1932-10-21,USC00480585,42.0
1932-10-22,USC00480585,42.0
1932-10-23,USC00480585,28.0
1932-10-24,USC00480585,26.0
1932-10-25,USC00480585,
1932-10-26,USC00480585,39.0
1932-10-27,USC00480585,48.0
1932-10-28,USC00480585,36.0
1932-10-29,USC00480585,30.0
1932-10-30,USC00480585,28.0
1932-10-31,USC00480585,29.0
1932-11-01,USC00480585,33.0
1932-11-02,USC00480585,27.0
1932-11-03,USC00480585,38.0
1932-11-04,USC00480585,34.0
1932-11-05,USC00480585,32.0
1932-11-06,USC00480585,27.0
1932-11-07,USC00480585,30.0
1932-11-08,USC00480585,32.0
1932-11-09,USC00480585,32.0
1932-11-10,USC00480585,22.0
1932-11-11,USC00480585,21.0
1932-11-12,USC00480585,29.0
1932-11-13,USC00480585,41.0
1932-11-14,USC00480585,26.0
1932-11-15,USC00480585,26.0
1932-11-16,USC00480585,31.0
1932-11-17,USC00480585,33.0
1932-11-18,USC00480585,35.0
1932-11-19,USC00480585,32.0
1932-11-20,USC00480585,36.0
1932-11-21,USC00480585,42.0
1932-11-22,USC00480585,25.0
1932-11-23,USC00480585,21.0
1932-11-24,USC00480585,25.0
1932-11-25,USC00480585,35.0
1932-11-26,USC00480585,29.0
1932-11-27,USC00480585,31.0
1932-11-28,USC00480585,32.0
1932-11-29,USC00480585,37.0
1932-11-30,USC00480585,41.0
1932-12-01,USC00480585,29.0
1932-12-02,USC00480585,28.0
1932-12-03,USC00480585,30.0
1932-12-04,USC00480585,27.0
1932-12-05,USC00480585,20.0
1932-12-06,USC00480585,11.0
1932-12-07,USC00480585,3.0
1932-12-08,USC00480585,-3.0
1932-12-09,USC00480585,1.0
1932-12-10,USC00480585,-1.0
1932-12-11,USC00480585,-2.0
1932-12-12,USC00480585,-6.0
1932-12-13,USC00480585,11.0
1932-12-14,USC00480585,24.0
1932-12-15,USC00480585,32.0
1932-12-16,USC00480585,15.0
1932-12-17,USC00480585,20.0
1932-12-18,USC00480585,15.0
1932-12-19,USC00480585,
1932-12-20,USC00480585,20.0
1932-12-21,USC00480585,21.0
1932-12-22,USC00480585,21.0
1932-12-23,USC00480585,23.0
1932-12-24,USC00480585,19.0
1932-12-25,USC00480585,19.0
1932-12-26,USC00480585,
1932-12-27,USC00480585,-6.0
1932-12-28,USC00480585,15.0
1932-12-29,USC00480585,15.0
1932-12-30,USC00480585,10.0
1932-12-31,USC00480585,18.0
1933-01-01,USC00480585,16.0
1933-01-02,USC00480585,22.0
1933-01-03,USC00480585,23.0
1933-01-04,USC00480585,19.0
1933-01-05,USC00480585,25.0
1933-01-06,USC00480585,22.0
1933-01-07,USC00480585,28.0
1933-01-08,USC00480585,30.0
1933-01-09,USC00480585,27.0
1933-01-10,USC00480585,22.0
1933-01-11,USC00480585,14.0
1933-01-12,USC00480585,16.0
1933-01-13,USC00480585,23.0
1933-01-14,USC00480585,24.0
1933-01-15,USC00480585,24.0
1933-01-16,USC00480585,6.0
1933-01-17,USC00480585,21.0
1933-01-18,USC00480585,12.0
1933-01-19,USC00480585,21.0
1933-01-20,USC00480585,26.0
1933-01-21,USC00480585,21.0
1933-01-22,USC00480585,25.0
1933-01-23,USC00480585,19.0
1933-01-24,USC00480585,17.0
1933-01-25,USC00480585,16.0
1933-01-26,USC00480585,11.0
1933-01-27,USC00480585,24.0
1933-01-28,USC00480585,16.0
1933-01-29,USC00480585,16.0
1933-01-30,USC00480585,12.0
1933-01-31,USC00480585,11.0
1933-02-01,USC00480585,12.0
1933-02-02,USC00480585,9.0
1933-02-03,USC00480585,12.0
1933-02-04,USC00480585,19.0
1933-02-05,USC00480585,16.0
1933-02-06,USC00480585,-2.0
1933-02-07,USC00480585,-10.0
1933-02-08,USC00480585,-15.0
1933-02-09,USC00480585,-14.0
1933-02-10,USC00480585,-5.0
1933-02-11,USC00480585,5.0
1933-02-12,USC00480585,1.0
1933-02-13,USC00480585,5.0
1933-02-14,USC00480585,9.0
1933-02-15,USC00480585,15.0
1933-02-16,USC00480585,20.0
1933-02-17,USC00480585,16.0
1933-02-18,USC00480585,11.0
1933-02-19,USC00480585,12.0
1933-02-20,USC00480585,
1933-02-21,USC00480585,
1933-02-22,USC00480585,
1933-02-23,USC00480585,
1933-02-24,USC00480585,21.0
1933-02-25,USC00480585,18.0
1933-02-26,USC00480585,15.0
1933-02-27,USC00480585,21.0
1933-02-28,USC00480585,30.0
1933-03-01,USC00480585,33.0
1933-03-02,USC00480585,39.0
1933-03-03,USC00480585,13.0
1933-03-04,USC00480585,23.0
1933-03-05,USC00480585,23.0
1933-03-06,USC00480585,27.0
1933-03-07,USC00480585,27.0
1933-03-08,USC00480585,21.0
1933-03-09,USC00480585,29.0
1933-03-10,USC00480585,27.0
1933-03-11,USC00480585,39.0
1933-03-12,USC00480585,32.0
1933-03-13,USC00480585,25.0
1933-03-14,USC00480585,32.0
1933-03-15,USC00480585,23.0
1933-03-16,USC00480585,18.0
1933-03-17,USC00480585,26.0
1933-03-18,USC00480585,26.0
1933-03-19,USC00480585,23.0
1933-03-20,USC00480585,29.0
1933-03-21,USC00480585,21.0
1933-03-22,USC00480585,20.0
1933-03-23,USC00480585,26.0
1933-03-24,USC00480585,21.0
1933-03-25,USC00480585,31.0
1933-03-26,USC00480585,30.0
1933-03-27,USC00480585,40.0
1933-03-28,USC00480585,40.0
1933-03-29,USC00480585,21.0
1933-03-30,USC00480585,
1933-03-31,USC00480585,39.0
1933-04-01,USC00480585,
1933-04-02,USC00480585,39.0
1933-04-03,USC00480585,33.0
1933-04-04,USC00480585,26.0
1933-04-05,USC00480585,29.0
1933-04-06,USC00480585,39.0
1933-04-07,USC00480585,29.0
1933-04-08,USC00480585,28.0
1933-04-09,USC00480585,29.0
1933-04-10,USC00480585,20.0
1933-04-11,USC00480585,26.0
1933-04-12,USC00480585,29.0
1933-04-13,USC00480585,22.0
1933-04-14,USC00480585,38.0
1933-04-15,USC00480585,46.0
1933-04-16,USC00480585,44.0
1933-04-17,USC00480585,46.0
1933-04-18,USC00480585,42.0
1933-04-19,USC00480585,37.0
1933-04-20,USC00480585,
1933-04-21,USC00480585,
1933-04-22,USC00480585,
1933-04-23,USC00480585,48.0
1933-04-24,USC00480585,52.0
1933-04-25,USC00480585,50.0
1933-04-26,USC00480585,50.0
1933-04-27,USC00480585,54.0
1933-04-28,USC00480585,48.0
1933-04-29,USC00480585,39.0
1933-04-30,USC00480585,
1933-05-01,USC00480585,44.0
1933-05-02,USC00480585,41.0
1933-05-03,USC00480585,34.0
1933-05-04,USC00480585,39.0
1933-05-05,USC00480585,41.0
1933-05-06,USC00480585,37.0
1933-05-07,USC00480585,41.0
1933-05-08,USC00480585,39.0
1933-05-09,USC00480585,40.0
1933-05-10,USC00480585,33.0
1933-05-11,USC00480585,36.0
1933-05-12,USC00480585,43.0
1933-05-13,USC00480585,48.0
1933-05-14,USC00480585,49.0
1933-05-15,USC00480585,35.0
1933-05-16,USC00480585,39.0
1933-05-17,USC00480585,39.0
1933-05-18,USC00480585,45.0
1933-05-19,USC00480585,49.0
1933-05-20,USC00480585,60.0
1933-05-21,USC00480585,60.0
1933-05-22,USC00480585,42.0
1933-05-23,USC00480585,46.0
1933-05-24,USC00480585,54.0
1933-05-25,USC00480585,64.0
1933-05-26,USC00480585,58.0
1933-05-27,USC00480585,52.0
1933-05-28,USC00480585,54.0
1933-05-29,USC00480585,65.0
1933-05-30,USC00480585,69.0
1933-05-31,USC00480585,65.0
1933-06-01,USC00480585,60.0
1933-06-02,USC00480585,70.0
1933-06-03,USC00480585,62.0
1933-06-04,USC00480585,64.0
1933-06-05,USC00480585,66.0
1933-06-06,USC00480585,63.0
1933-06-07,USC00480585,58.0
1933-06-08,USC00480585,50.0
1933-06-09,USC00480585,62.0
1933-06-10,USC00480585,74.0
1933-06-11,USC00480585,78.0
1933-06-12,USC00480585,81.0
1933-06-13,USC00480585,73.0
1933-06-14,USC00480585,71.0
1933-06-15,USC00480585,82.0
1933-06-16,USC00480585,76.0
1933-06-17,USC00480585,74.0
1933-06-18,USC00480585,73.0
1933-06-19,USC00480585,69.0
1933-06-20,USC00480585,73.0
1933-06-21,USC00480585,73.0
1933-06-22,USC00480585,73.0
1933-06-23,USC00480585,77.0
1933-06-24,USC00480585,77.0
1933-06-25,USC00480585,76.0
1933-06-26,USC00480585,68.0
1933-06-27,USC00480585,73.0
1933-06-28,USC00480585,58.0
1933-06-29,USC00480585,52.0
1933-06-30,USC00480585,63.0
1933-07-01,USC00480585,70.0
1933-07-02,USC00480585,73.0
1933-07-03,USC00480585,78.0
1933-07-04,USC00480585,83.0
1933-07-05,USC00480585,
1933-07-06,USC00480585,71.0
1933-07-07,USC00480585,61.0
1933-07-08,USC00480585,68.0
1933-07-09,USC00480585,66.0
1933-07-10,USC00480585,77.0
1933-07-11,USC00480585,80.0
1933-07-12,USC00480585,
1933-07-13,USC00480585,
1933-07-14,USC00480585,
1933-07-15,USC00480585,
1933-07-16,USC00480585,60.0
1933-07-17,USC00480585,77.0
1933-07-18,USC00480585,78.0
1933-07-19,USC00480585,77.0
1933-07-20,USC00480585,77.0
1933-07-21,USC00480585,79.0
1933-07-22,USC00480585,70.0
1933-07-23,USC00480585,82.0
1933-07-24,USC00480585,70.0
1933-07-25,USC00480585,85.0
1933-07-26,USC00480585,80.0
1933-07-27,USC00480585,84.0
1933-07-28,USC00480585,81.0
1933-07-29,USC00480585,82.0
1933-07-30,USC00480585,81.0
1933-07-31,USC00480585,61.0
1933-08-01,USC00480585,54.0
1933-08-02,USC00480585,61.0
1933-08-03,USC00480585,73.0
1933-08-04,USC00480585,
1933-08-05,USC00480585,
1933-08-06,USC00480585,
1933-08-07,USC00480585,
1933-08-08,USC00480585,
1933-08-09,USC00480585,61.0
1933-08-10,USC00480585,75.0
1933-08-11,USC00480585,80.0
1933-08-12,USC00480585,82.0
1933-08-13,USC00480585,85.0
1933-08-14,USC00480585,
1933-08-15,USC00480585,
1933-08-16,USC00480585,78.0
1933-08-17,USC00480585,65.0
1933-08-18,USC00480585,65.0
1933-08-19,USC00480585,63.0
1933-08-20,USC00480585,67.0
1933-08-21,USC00480585,42.0
1933-08-22,USC00480585,49.0
1933-08-23,USC00480585,65.0
1933-08-24,USC00480585,71.0
1933-08-25,USC00480585,45.0
1933-08-26,USC00480585,50.0
1933-08-27,USC00480585,61.0
1933-08-28,USC00480585,60.0
1933-08-29,USC00480585,73.0
1933-08-30,USC00480585,62.0
1933-08-31,USC00480585,58.0
1933-09-01,USC00480585,66.0
1933-09-02,USC00480585,
1933-09-03,USC00480585,74.0
1933-09-04,USC00480585,75.0
1933-09-05,USC00480585,65.0
1933-09-06,USC00480585,67.0
1933-09-07,USC00480585,55.0
1933-09-08,USC00480585,65.0
1933-09-09,USC00480585,68.0
1933-09-10,USC00480585,60.0
1933-09-11,USC00480585,64.0
1933-09-12,USC00480585,63.0
1933-09-13,USC00480585,68.0
1933-09-14,USC00480585,56.0
1933-09-15,USC00480585,43.0
1933-09-16,USC00480585,64.0
1933-09-17,USC00480585,68.0
1933-09-18,USC00480585,55.0
1933-09-19,USC00480585,60.0
1933-09-20,USC00480585,60.0
1933-09-21,USC00480585,52.0
1933-09-22,USC00480585,61.0
1933-09-23,USC00480585,44.0
1933-09-24,USC00480585,38.0
1933-09-25,USC00480585,39.0
1933-09-26,USC00480585,
1933-09-27,USC00480585,
1933-09-28,USC00480585,
1933-09-29,USC00480585,
1933-09-30,USC00480585,41.0
1933-10-01,USC00480585,43.0
1933-10-02,USC00480585,56.0
1933-10-03,USC00480585,62.0
1933-10-04,USC00480585,
1933-10-05,USC00480585,63.0
1933-10-06,USC00480585,44.0
1933-10-07,USC00480585,66.0
1933-10-08,USC00480585,61.0
